Category,ItemGroup,ItemCode,ItemName,CardName,Yr,Mth,Qty,Value,Docs
1. SAIL HR,SAIL HR COIL,CH000000000014,SAIL CHEQUERED COIL 4MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,6,61.550000,3823756.210000,2
1. SAIL HR,SAIL HR COIL,CH000000000015,SAIL CHEQUERED COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,6,62.850000,3904517.910000,2
1. SAIL HR,SAIL HR COIL,CH000000000047,SAIL CHEQUERED COIL 5MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,6,27.900000,1754352.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000100,SSP HR COIL 2MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,6,45.730000,2629475.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000596,SAIL HR COIL 3MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,6,65.070000,4031086.500000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000001,SAIL MS ANGLE 100X100X10MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,132.100000,7387778.140000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000002,SAIL MS ANGLES 100X100X12MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,64.600000,3613765.990000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000019,SAIL MS ANGLES 50X50X6MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,41.710000,2300518.800000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000021,SAIL MS ANGLE 65X65X6MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,62.650000,3558263.140000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000031,SAIL MS CHANNEL 125X65MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,184.800000,10379357.270000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000035,SAIL MS CHANNEL 200X75MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,64.900000,3598386.990000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000036,SAIL MS CHANNEL 250X82MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,62.740000,3488579.900000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000037,SAIL MS CHANNEL 300X90 MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,65.900000,3710600.330000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000038,SAIL MS CHANNEL 400X100MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,57.580000,3389944.770000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000038,SAIL MS CHANNEL 400X100MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,6,5.500000,325160.000000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000120,SAIL NPB 500X200X10.2MM(90.69kg)-E250,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,179.860000,10413730.200000,5
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000120,SAIL NPB 500X200X10.2MM(90.69kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,6,33.600000,1986432.000000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000129,SAIL NPB 450X190X9.4MM(77.58kg)-E250,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,66.820000,3860897.690000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000138,SAIL NPB 350X170X(50.22kg)-E250,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,134.740000,7715695.020000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000156,SAIL NPB 600x220X12 MM(122.45kg)-E250,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,214.320000,13284464.400000,7
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000157,SAIL NPB 600x220X15 MM(154.47Kg)-E250,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,18.980000,1189476.600000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000158,SAIL MS ANGLE 200X200X16MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,15.280000,914813.600000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000002,SAIL RS JOISTS 150X75MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,6,61.700000,3465166.400000,1
3. RINL TMT,RINL TMT,TMT000000000046,VIZAG TMT REBARS FE500D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2026,6,60.600000,3566617.850000,1
3. RINL TMT,RINL TMT,TMT000000000071,VIZAG TMT REBARS FE550D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2026,6,191.300000,10513054.120000,3
3. RINL TMT,RINL TMT,TMT000000000075,VIZAG TMT REBARS FE550D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2026,6,126.860000,7498321.980000,2
3. RINL TMT,RINL TMT,TMT000000000076,VIZAG TMT REBARS FE550D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2026,6,130.840000,7764897.790000,2
3. RINL TMT,RINL TMT,TMT000000000077,VIZAG TMT REBARS FE550D 32MM,RASHTRIYA ISPAT NIGAM LIMITED,2026,6,62.380000,3670852.160000,1
3. RINL TMT,RINL TMT,TMT000000000078,VIZAG TMT REBARS 10MM  IS1786 FE550D STRAIGHT,RASHTRIYA ISPAT NIGAM LIMITED,2026,6,110.500000,6179160.000000,3
3. RINL TMT,RINL TMT,TMT000000000097,VIZAG TMT REBARS 12MM  FE550D STRAIGHT,RASHTRIYA ISPAT NIGAM LIMITED,2026,6,82.340000,4563282.800000,2
5. OTHERS,OTHERS,HR000000000549,SAIL HR COIL 20MMX1500,G.G STEEL (PURCHASE),2026,6,31.400000,1868300.000000,1
5. OTHERS,OTHERS,HR000000000551,SAIL HR COIL 20MMX1250,G.G STEEL (PURCHASE),2026,6,42.120000,2506140.000000,3
5. OTHERS,OTHERS,HR000000000612,JSW HR COIL 25MMX1500/E350BR,AGARWAL STEEL ENTERPRISES (P),2026,6,25.380000,1644624.000000,1
5. OTHERS,OTHERS,HR000000000872,H.R. SHEET / PLATE,G.G STEEL (PURCHASE),2026,6,1.030000,60255.000000,1
5. OTHERS,OTHERS,HR000000001025,AMNS HR COIL 12X2000MM/E350BR,G.G STEEL (PURCHASE),2026,6,26.625000,1650750.000000,1
5. OTHERS,OTHERS,HRC000000000292,HR SHEET 03X1500X2500XE250,VARADA VINAYAKA STEELS,2026,6,2.400000,140400.000000,1
5. OTHERS,OTHERS,MS000000000038,SAIL MS CHANNEL 400X100MM,RAMESH IRON & STEEL COMPANY INDIA (PVT) LTD,2026,6,32.450000,1963225.000000,1
5. OTHERS,OTHERS,MS000000000056,VIZAG MS ANGLE 100X100X10MM,PSR STEELS,2026,6,5.020000,288650.000000,1
5. OTHERS,OTHERS,MS000000000058,VIZAG MS ANGLE 100X100X8MM,PSR STEELS,2026,6,10.100000,580750.000000,1
5. OTHERS,OTHERS,MS000000000059,VIZAG MS ANGLE 50X50X6MM,A.S.STEEL TRADERS (VSP) PVT.LTD,2026,6,41.310000,2390609.700000,1
5. OTHERS,OTHERS,MS000000000059,VIZAG MS ANGLE 50X50X6MM,G2 STEEL SERVICES PVT LTD,2026,6,20.010000,1190595.000000,1
5. OTHERS,OTHERS,MS000000000066,VIZAG MS ANGLE 90X90X6MM,G2 STEEL SERVICES PVT LTD,2026,6,2.170000,123690.000000,1
5. OTHERS,OTHERS,MS000000000068,VIZAG MS CHANNEL 100X50MM,G2 STEEL SERVICES PVT LTD,2026,6,289.540000,17082860.000000,9
5. OTHERS,OTHERS,MS000000000068,VIZAG MS CHANNEL 100X50MM,SREE TIRUMALA STEEL ENTERPRISES,2026,6,42.130000,2464605.000000,1
5. OTHERS,OTHERS,MS000000000070,VIZAG MS CHANNEL 150X75MM,G2 STEEL SERVICES PVT LTD,2026,6,228.820000,13042740.000000,7
5. OTHERS,OTHERS,MS000000000145,VIZAG MS ANGLE 150X150X16MM,G2 STEEL SERVICES PVT LTD,2026,6,2.680000,152760.000000,1
5. OTHERS,OTHERS,NMDC000000000019,NMDC HR COIL 6MMX1500,G.G STEEL (PURCHASE),2026,6,62.130000,3417150.000000,2
5. OTHERS,OTHERS,NMDC000000000021,NMDC HR COIL 8MMX1500/E350,G.G STEEL (PURCHASE),2026,6,20.790000,1247400.000000,1
5. OTHERS,OTHERS,OTH000000000016,GI BINDING WIRE,NATIONAL WIRE IMPEX,2026,6,4.300000,292175.000000,3
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,FEROZ & CO,2026,6,2.100000,99866.000000,2
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,KANISHK STEEL INDUSTRIES,2026,6,5.070000,233220.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,SWASTIK ENTERPRISE,2026,6,1.900000,90250.000000,1
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,FEROZ & CO,2026,6,5.480000,261396.000000,1
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,KANISHK STEEL INDUSTRIES,2026,6,40.120000,1865580.000000,2
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,SWASTIK ENTERPRISE,2026,6,0.620000,29450.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2026,6,7.180000,363720.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SWASTIK ENTERPRISE,2026,6,3.380000,164025.000000,3
5. OTHERS,OTHERS,OTH000000000063,MS FLATS 100X6MM,KANISHK STEEL INDUSTRIES,2026,6,11.490000,540030.000000,1
5. OTHERS,OTHERS,OTH000000000078,MS FLATS 25X10MM,SWASTIK ENTERPRISE,2026,6,0.800000,40800.000000,1
5. OTHERS,OTHERS,OTH000000000086,MS FLATS 40X12MM,KANISHK STEEL INDUSTRIES,2026,6,0.490000,23030.000000,1
5. OTHERS,OTHERS,OTH000000000087,MS FLATS 40X3MM,SWASTIK ENTERPRISE,2026,6,4.270000,228445.000000,1
5. OTHERS,OTHERS,OTH000000000088,MS FLATS 40X6MM,KANISHK STEEL INDUSTRIES,2026,6,1.350000,63450.000000,1
5. OTHERS,OTHERS,OTH000000000090,MS FLATS 50X10MM,KANISHK STEEL INDUSTRIES,2026,6,5.490000,258030.000000,1
5. OTHERS,OTHERS,OTH000000000093,MS FLATS 50X6MM,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2026,6,0.850000,41225.000000,1
5. OTHERS,OTHERS,OTH000000000097,MS FLATS 65X10MM,KANISHK STEEL INDUSTRIES,2026,6,4.900000,230300.000000,1
5. OTHERS,OTHERS,OTH000000000099,MS FLATS 65X6MM,CHENNAI UNITED METAL INDUSTRIES PVT LTD,2026,6,3.100000,148335.000000,1
5. OTHERS,OTHERS,OTH000000000099,MS FLATS 65X6MM,SWASTIK ENTERPRISE,2026,6,0.800000,38400.000000,1
5. OTHERS,OTHERS,OTH000000000100,MS FLATS 65X8MM,FEROZ & CO,2026,6,0.410000,20213.000000,1
5. OTHERS,OTHERS,OTH000000000104,MS FLATS 75X6MM,KANISHK STEEL INDUSTRIES,2026,6,10.100000,474700.000000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,ALI STEEL AND TUBES CO.,2026,6,2.905000,192289.000000,2
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,TATA STEEL LIMITED,2026,6,14.630000,943635.000000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,TMK STEEL SUPPLIERS PRIVATE LIMITED,2026,6,0.760000,49720.000000,1
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,SWASTIK ENTERPRISE,2026,6,0.350000,17500.000000,1
5. OTHERS,OTHERS,OTH000000000123,MS ROUNDS 20,FEROZ & CO,2026,6,3.440000,171312.000000,1
5. OTHERS,OTHERS,OTH000000000128,MS SQUARE,SWASTIK ENTERPRISE,2026,6,0.150000,7650.000000,1
5. OTHERS,OTHERS,OTH000000000136,MS BEAM,SWASTIK ENTERPRISE,2026,6,0.740000,35890.000000,1
5. OTHERS,OTHERS,OTH000000000148,TMT REBAR 10MM,SHREE GANESH ENTERPRISES(UP),2026,6,40.830000,2061915.000000,1
5. OTHERS,OTHERS,OTH000000000148,TMT REBAR 10MM,SHREE GANESH STEELS,2026,6,39.820000,1981642.300000,1
5. OTHERS,OTHERS,OTH000000000149,TMT-REBARS,PSR STEELS,2026,6,20.230000,1142995.000000,1
5. OTHERS,OTHERS,OTH000000000149,TMT-REBARS,VRIDHII STEEL PRIVATE LIMITED,2026,6,28.730000,1637610.000000,1
5. OTHERS,OTHERS,OTH000000000150,TMT-REBARS 12MM,SHREE GANESH STEELS,2026,6,40.250000,1962791.250000,1
5. OTHERS,OTHERS,OTH000000000150,TMT-REBARS 12MM,SREE TIRUMALA STEEL ENTERPRISES,2026,6,83.030000,4442105.000000,2
5. OTHERS,OTHERS,OTH000000000156,TMT-REBARS 8MM,SHREE GANESH ENTERPRISES(UP),2026,6,39.740000,2074428.000000,1
5. OTHERS,OTHERS,OTH000000000157,TMT-REBARS COIL,PSR STEELS,2026,6,59.780000,3381810.000000,3
5. OTHERS,OTHERS,OTH000000000212,JSPL MS CHANNEL 250X82MM,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2026,6,0.820000,51660.000000,1
5. OTHERS,OTHERS,OTH000000000212,JSPL MS CHANNEL 250X82MM,SRI BALAJI CORPORATION,2026,6,2.480000,158720.000000,1
5. OTHERS,OTHERS,OTH000000000221,TATA MS PIPE 60.3ODX4.5MMXYST-355,TATA STEEL LIMITED,2026,6,68.430100,4584816.700000,3
5. OTHERS,OTHERS,PM000000000446,PM PLATE,KAPIL AGENCIES(PURCHASE),2026,6,1.210000,74415.000000,1
5. OTHERS,OTHERS,PM000000000446,PM PLATE,"V.K INDUSTRIAL CORPORATION LTD.,",2026,6,4.770000,305280.000000,1
NMDC,NMDC,HRC000000000018,HR SHEET 04X1250X2500XE250,NMDC STEEL LTD,2026,6,35.795000,1970518.010000,2
NMDC,NMDC,HRC000000000025,HR PLATE 06X1250X6300XE250,NMDC STEEL LTD,2026,6,30.120000,1658106.900000,1
NMDC,NMDC,HRC000000000029,HR PLATE 10X1250X2500XE250,NMDC STEEL LTD,2026,6,20.635000,1135957.270000,1
NMDC,NMDC,HRC000000000035,HR SHEET 2.5X1250X2500XE250,NMDC STEEL LTD,2026,6,20.445000,1125498.010000,1
NMDC,NMDC,HRC000000000039,HR SHEET 3.8X1250X2500XE250,NMDC STEEL LTD,2026,6,82.085000,4518786.160000,2
NMDC,NMDC,HRC000000000044,HR PLATE 05X1500X6300XE250,NMDC STEEL LTD,2026,6,20.055000,1104028.950000,2
NMDC,NMDC,HRC000000000072,HR PLATE 08X1500X6300XE250,NMDC STEEL LTD,2026,6,16.630000,915482.000000,2
NMDC,NMDC,HRC000000000079,HR PLATE 10X1500X6300XE250,NMDC STEEL LTD,2026,6,61.590000,3390532.060000,3
NMDC,NMDC,NMDC000000000005,NMDC HR COIL 4.8MMX1250,NMDC STEEL LTD,2026,6,146.020000,7958090.000000,5
NMDC,NMDC,NMDC000000000006,NMDC HR COIL 8MMX1500,NMDC STEEL LTD,2026,6,64.100000,3493450.000000,2
NMDC,NMDC,NMDC000000000009,NMDC HR COIL 10MMX1250,NMDC STEEL LTD,2026,6,313.860000,17105370.000000,9
NMDC,NMDC,NMDC000000000010,NMDC HR COIL 10MMX1250/E350,NMDC STEEL LTD,2026,6,64.310000,3633515.000000,2
NMDC,NMDC,NMDC000000000012,NMDC HR COIL 8MMX1250,NMDC STEEL LTD,2026,6,104.280000,5683260.000000,4
NMDC,NMDC,NMDC000000000013,NMDC HR COIL 6MMX1250,NMDC STEEL LTD,2026,6,186.800000,10180600.000000,6
NMDC,NMDC,NMDC000000000014,NMDC HR COIL 5.8MMX1250,NMDC STEEL LTD,2026,6,62.910000,3428595.000000,2
NMDC,NMDC,NMDC000000000016,NMDC HR COIL 12MMX1250,NMDC STEEL LTD,2026,6,123.640000,6738380.000000,4
NMDC,NMDC,NMDC000000000017,NMDC HR COIL 12MMX1500,NMDC STEEL LTD,2026,6,20.820000,1138854.000000,1
NMDC,NMDC,NMDC000000000018,NMDC HR COIL 10MMX1500/E350,NMDC STEEL LTD,2026,6,83.780000,4733570.000000,3
NMDC,NMDC,NMDC000000000019,NMDC HR COIL 6MMX1500,NMDC STEEL LTD,2026,6,62.560000,3409520.000000,3
NMDC,NMDC,NMDC000000000020,NMDC HR COIL 16MMX1500,NMDC STEEL LTD,2026,6,85.750000,4756675.000000,3
NMDC,NMDC,NMDC000000000021,NMDC HR COIL 8MMX1500/E350,NMDC STEEL LTD,2026,6,62.860000,3551590.000000,3
NMDC,NMDC,NMDC000000000022,NMDC HR COIL 12MMX1500/E350,NMDC STEEL LTD,2026,6,41.210000,2328365.000000,1
NMDC,NMDC,NMDC000000000025,NMDC HR COIL 3MMX1250 E250,NMDC STEEL LTD,2026,6,62.740000,3419330.000000,3
NMDC,NMDC,NMDC000000000026,NMDC HR COIL 16MMX1250,NMDC STEEL LTD,2026,6,123.800000,6747100.000000,4
NMDC,NMDC,NMDC000000000027,NMDC HR COIL 10MMX1500,NMDC STEEL LTD,2026,6,83.730000,4563285.000000,2
NMDC,NMDC,NMDC000000000029,NMDC HR COIL 2MMX1250,NMDC STEEL LTD,2026,6,479.585000,26377176.020000,12
NMDC,NMDC,NMDC000000000042,NMDC HR COIL 5MMX1500,NMDC STEEL LTD,2026,6,41.940000,2285730.000000,1
NMDC,NMDC,NMDC000000000046,NMDC HR COIL 16MMX1500/E350BR,NMDC STEEL LTD,2026,6,62.850000,3551025.000000,2
NMDC,NMDC,NMDC000000000057,NMDC HR COIL 3MMX1500,NMDC STEEL LTD,2026,6,312.790000,17051243.000000,8
NMDC,NMDC,NMDC000000000059,NMDC HR COIL 6MMX1250/E350,NMDC STEEL LTD,2026,6,104.550000,5907075.000000,4
NMDC,NMDC,NMDC000000000060,NMDC HR COIL 6MMX1500/E350,NMDC STEEL LTD,2026,6,83.800000,4734700.000000,2
NMDC,NMDC,NMDC000000000062,NMDC HR COIL 5MMX1500XE350,NMDC STEEL LTD,2026,6,83.880000,4739220.000000,3
NMDC,NMDC,NMDC000000000064,NMDC HR COIL 8MMX1250/E350,NMDC STEEL LTD,2026,6,63.100000,3565150.000000,2
NMDC,NMDC,NMDC000000000065,NMDC HR COIL 14MMX1500,NMDC STEEL LTD,2026,6,41.790000,2277555.000000,2
NMDC,NMDC,NMDC000000000074,NMDC HR COIL 4MMX1500,NMDC STEEL LTD,2026,6,41.740000,2274830.000000,1
1. SAIL HR,SAIL HR COIL,CH000000000011,SAIL CHEQUERED COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,64.180000,4031122.690000,2
1. SAIL HR,SAIL HR COIL,CH000000000013,SAIL CHEQUERED COIL 5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,63.880000,3948399.810000,1
1. SAIL HR,SAIL HR COIL,CH000000000015,SAIL CHEQUERED COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,64.200000,3968178.890000,2
1. SAIL HR,SAIL HR COIL,HR000000000081,SSP HR COIL 10MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,152.400000,8610600.000000,8
1. SAIL HR,SAIL HR COIL,HR000000000083,SAIL HR COIL 10MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,28.170000,1708510.500000,1
1. SAIL HR,SAIL HR COIL,HR000000000087,SSP HR COIL 12MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,153.620000,8679530.000000,9
1. SAIL HR,SAIL HR COIL,HR000000000092,SSP HR COIL 2.5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,61.195000,3457517.500000,3
1. SAIL HR,SAIL HR COIL,HR000000000096,SSP HR COIL 2.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,30.580000,1727770.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000098,SSP HR COIL 2.9MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,30.435000,1719577.500000,2
1. SAIL HR,SAIL HR COIL,HR000000000110,SSP HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,91.420000,5165230.000000,5
1. SAIL HR,SAIL HR COIL,HR000000000115,SSP HR COIL 4MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,46.130000,2606345.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000117,SSP HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,198.800000,11213726.000000,10
1. SAIL HR,SAIL HR COIL,HR000000000120,SSP HR COIL 5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,45.645000,2578942.500000,3
1. SAIL HR,SAIL HR COIL,HR000000000130,SSP HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,30.610000,1729465.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000131,SAIL HR COIL 8MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,27.950000,1695167.500000,1
1. SAIL HR,SAIL HR COIL,HR000000000549,SAIL HR COIL 20MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,63.080000,3718566.000000,1
1. SAIL HR,SAIL HR COIL,HRC000000000128,HR PLATE 20X1500X6300XE250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,65.760000,3916008.000000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000021,SAIL MS ANGLE 65X65X6MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,80.990000,4248203.960000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000024,SAIL MS ANGLES 75X75X6MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,127.190000,6756095.350000,3
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000025,SAIL MS ANGLE 75X75X8MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,41.760000,2223853.630000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000026,SAIL MS ANGLES 90X90X10MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,62.600000,3476026.510000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000029,SAIL MS ANGLE 90X90X8MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,62.100000,3449425.860000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000030,SAIL MS CHANNEL 100X50MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,130.600000,7286930.270000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000031,SAIL MS CHANNEL 125X65MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,123.600000,6849229.730000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000032,SAIL MS CHANNEL 150X75MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,126.100000,6999932.510000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000037,SAIL MS CHANNEL 300X90 MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,63.700000,3708975.810000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000039,SAIL MS CHANNEL 75X40MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,83.200000,4414009.600000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000042,SAIL NPB 200X100X6.2MM(25kg)-E250,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,7,126.900000,7118632.350000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000042,SAIL NPB 200X100X6.2MM(25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,63.600000,3520375.120000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000117,SAIL NPB 400X180X8.6MM(66.31kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,129.480000,7269244.970000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000119,SAIL NPB 300X150X7.1MM(42.25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,251.680000,14502658.610000,4
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000120,SAIL NPB 500X200X10.2MM(90.69kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,128.840000,7594650.470000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000129,SAIL NPB 450X190X9.4MM(77.58kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2026,7,132.540000,7671900.150000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000002,SAIL RS JOISTS 150X75MM,STEEL AUTHORITY OF INDIA LTD -   (SAP CODE 1000138599),2026,7,62.400000,3502826.500000,1
5. OTHERS,OTHERS,HR000000000017,JSW HR COIL 12MMX2000,AGARWAL STEEL ENTERPRISES (P),2026,7,31.570000,1879993.500000,1
