Category,ItemGroup,ItemCode,ItemName,CardName,Yr,Mth,Qty,Value,Docs
1. SAIL HR,SAIL HR COIL,HR000000000110,SSP HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,92.650000,4651030.000000,6
1. SAIL HR,SAIL HR COIL,HR000000000115,SSP HR COIL 4MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,92.810000,4659062.000000,5
1. SAIL HR,SAIL HR COIL,HR000000000117,SSP HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,278.955000,14003541.000000,14
1. SAIL HR,SAIL HR COIL,HR000000000119,SAIL HR COIL 5MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,173.215000,8745731.480000,5
1. SAIL HR,SAIL HR COIL,HR000000000120,SSP HR COIL 5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,15.365000,771323.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000123,SAIL HR COIL 6MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,21.020000,1059618.200000,1
1. SAIL HR,SAIL HR COIL,HR000000000126,SAIL HR COIL 16MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,31.260000,1675848.600000,1
1. SAIL HR,SAIL HR COIL,HR000000000132,SAIL HR COIL 8MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,20.865000,1093534.650000,1
1. SAIL HR,SAIL HR COIL,HR000000000134,SAIL HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,125.430000,6354560.780000,2
1. SAIL HR,SAIL HR COIL,HR000000000135,SAIL HR COIL 2.5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,41.525000,2118019.250000,2
1. SAIL HR,SAIL HR COIL,HR000000000136,SAIL HR COIL 10MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,83.505000,4225262.380000,2
1. SAIL HR,SAIL HR COIL,HR000000000203,SAIL HR COIL 8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,41.790000,2106633.900000,2
1. SAIL HR,SAIL HR COIL,HR000000000218,SAIL HR COIL 5MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,17.785000,970389.080000,1
1. SAIL HR,SAIL HR COIL,HR000000000224,SAIL HR COIL 12MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,76.880000,3916814.800000,2
1. SAIL HR,SAIL HR COIL,HR000000000264,SAIL HR COIL 6MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,63.860000,3235552.470000,1
1. SAIL HR,SAIL HR COIL,HR000000000267,SAIL HR COIL 12MMX2000,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,63.930000,3226880.180000,1
1. SAIL HR,SAIL HR COIL,HR000000000315,SAIL HR COIL 6MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,63.870000,3363767.200000,1
1. SAIL HR,SAIL HR COIL,HR000000000536,SAIL HR COIL 10MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,64.080000,3374162.520000,1
1. SAIL HR,SAIL HR COIL,HR000000000537,SAIL HR COIL 8MMX2000/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,64.240000,3382082.460000,1
1. SAIL HR,SAIL HR COIL,HR000000000549,SAIL HR COIL 20MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,62.570000,3170239.200000,1
1. SAIL HR,SAIL HR COIL,HR000000000562,SAIL HR COIL 3MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,62.985000,3197256.950000,2
1. SAIL HR,SAIL HR COIL,HR000000000579,SAIL HR COIL 4.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,62.755000,3141655.030000,2
1. SAIL HR,SAIL HR COIL,HR000000000582,SSP HR COIL 10MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,61.650000,3248955.000000,4
1. SAIL HR,SAIL HR COIL,HR000000000601,SSP HR COIL 8MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,46.095000,2453654.500000,3
1. SAIL HR,SAIL HR COIL,HR000000000602,SSP HR COIL 12MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,30.460000,1605242.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000603,SSP HR COIL 6MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,30.715000,1618680.500000,1
1. SAIL HR,SAIL HR COIL,HR000000000617,SAIL HR COIL 5.8MMX1500/HSFQ550,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,60.110000,3352935.800000,2
1. SAIL HR,SAIL HR COIL,HR000000000618,SAIL HR COIL 2MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,42.165000,2161471.090000,2
1. SAIL HR,SAIL HR COIL,HR000000000634,SAIL HR COIL 5.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,83.575000,4183948.990000,3
1. SAIL HR,SAIL HR COIL,HR000000000859,SAIL HR COIL 11.8X1250MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,62.560000,3139081.600000,3
1. SAIL HR,SAIL HR COIL,HR000000000931,SAIL HR COIL 5.8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,62.640000,3135896.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000934,SAIL HR COIL 7.8MMX1500/HSFQ550,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,90.730000,5112430.400000,3
1. SAIL HR,SAIL HR COIL,HR000000000976,SAIL HR COIL 7.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,124.810000,6285549.570000,6
1. SAIL HR,SAIL HR COIL,HR000000000977,SAIL BOKARO HR SHEET 3.15X1250X2500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,52.070000,2665553.450000,2
1. SAIL HR,SAIL HR COIL,HR000000000978,SAIL BOKARO HR SHEET 4X1250X2500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,20.540000,1051106.770000,1
1. SAIL HR,SAIL HR COIL,HR000000000979,SAIL BOKARO HR SHEET 3X1250X2500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,133.420000,6861059.170000,3
1. SAIL HR,SAIL HR COIL,HR000000000981,SSP HR COIL 8.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,14.850000,745470.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000984,SAIL BOKARO HR SHEET 2X1250X2500MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,108.030000,5597427.370000,3
1. SAIL HR,SAIL HR COIL,HR000000000985,SAIL HR COIL 4.8MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,62.840000,3145909.070000,2
1. SAIL HR,SAIL HR COIL,HR000000000990,SAIL HR COIL 5MMX2000/E350,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,63.690000,3354857.380000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000009,SAIL MS ANGLES 130X130X10MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,17.738000,895769.000000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000010,SAIL MS ANGLE 130X130X12MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,22.332000,1127766.000000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000030,SAIL MS CHANNEL 100X50MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,31.860000,1588858.200000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000032,SAIL MS CHANNEL 150X75MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,62.700000,3153426.280000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000036,SAIL MS CHANNEL 250X82MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,63.680000,3274358.740000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000042,SAIL NPB 200X100X6.2MM(25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,635.800000,31574777.850000,10
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000117,SAIL NPB 400X180X8.6MM(66.31kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,223.220000,11408434.860000,5
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000119,SAIL NPB 300X150X7.1MM(42.25kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,255.620000,13002894.950000,5
2. SAIL STRUCTURALS,SAIL STRUCTURAL,MS000000000129,SAIL NPB 450X190X9.4MM(77.58kg)-E250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,16.500000,855855.000000,1
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000003,SAIL RS JOISTS 200X100MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,124.200000,6196142.380000,2
2. SAIL STRUCTURALS,SAIL STRUCTURAL,RS000000000005,SAIL RS JOISTS 300X140MM,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,8,124.500000,6205162.460000,2
3. RINL TMT,RINL TMT,TMT000000000037,VIZAG TMT REBAR COIL FE500D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,198.600000,9454370.760000,5
3. RINL TMT,RINL TMT,TMT000000000038,VIZAG TMT REBAR COIL FE500D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,43.450000,2043599.000000,2
3. RINL TMT,RINL TMT,TMT000000000040,VIZAG TMT REBAR COIL FE500D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,14.460000,708540.000000,1
3. RINL TMT,RINL TMT,TMT000000000046,VIZAG TMT REBARS FE500D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,60.560000,2854253.970000,1
3. RINL TMT,RINL TMT,TMT000000000050,VIZAG TMT REBARS FE500D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,119.460000,5928337.000000,4
3. RINL TMT,RINL TMT,TMT000000000070,VIZAG TMT REBAR COIL FE550D 8MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,75.290000,3692974.500000,5
3. RINL TMT,RINL TMT,TMT000000000071,VIZAG TMT REBARS FE550D 16MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,108.990000,5160676.500000,4
3. RINL TMT,RINL TMT,TMT000000000072,VIZAG TMT REBAR COIL FE550D 10MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,118.840000,5650842.000000,5
3. RINL TMT,RINL TMT,TMT000000000073,VIZAG TMT REBAR COIL FE550D 12MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,263.740000,12440140.830000,5
3. RINL TMT,RINL TMT,TMT000000000075,VIZAG TMT REBARS FE550D 20MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,123.300000,5806970.090000,2
3. RINL TMT,RINL TMT,TMT000000000076,VIZAG TMT REBARS FE550D 25MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,97.920000,4631616.000000,4
3. RINL TMT,RINL TMT,TMT000000000077,VIZAG TMT REBARS FE550D 32MM,RASHTRIYA ISPAT NIGAM LIMITED,2025,8,66.030000,3284141.500000,4
5. OTHERS,OTHERS,CH000000000002,JSW CHEQUEREDCOIL 8MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,8,18.865000,1007391.000000,1
5. OTHERS,OTHERS,CH000000000006,JSW CHEQUEREDCOIL 5MMX1250,ASHLAR BUILDING SOLUTIONS INDIA PRIVATE LIMITED,2025,8,19.205000,981375.500000,1
5. OTHERS,OTHERS,HR000000000088,SAIL HR COIL 12MMX1500,ASHLAR BUILDING SOLUTIONS INDIA PRIVATE LIMITED,2025,8,27.585000,1409593.500000,1
5. OTHERS,OTHERS,HR000000000123,SAIL HR COIL 6MMX1500,ASHLAR BUILDING SOLUTIONS INDIA PRIVATE LIMITED,2025,8,20.756000,1060631.600000,1
5. OTHERS,OTHERS,HR000000000133,SAIL HR COIL 8MMX1250,ASHLAR BUILDING SOLUTIONS INDIA PRIVATE LIMITED,2025,8,20.850000,1061265.000000,1
5. OTHERS,OTHERS,HR000000000203,SAIL HR COIL 8MMX1500,ASHLAR BUILDING SOLUTIONS INDIA PRIVATE LIMITED,2025,8,41.890000,2140579.000000,1
5. OTHERS,OTHERS,HR000000000225,SAIL HR COIL 6MMX1250,ASHLAR BUILDING SOLUTIONS INDIA PRIVATE LIMITED,2025,8,21.440000,1095584.000000,1
5. OTHERS,OTHERS,HR000000000612,JSW HR COIL 25MMX1500/E350BR,AGARWAL STEEL ENTERPRISES (P),2025,8,63.195000,3485204.250000,2
5. OTHERS,OTHERS,HR000000000683,SAIL HR PLATE 5MMX1250,INTER TOUCH METAL BUILDINGS PRIVATE LIMITED,2025,8,2.173000,110823.000000,1
5. OTHERS,OTHERS,HR000000000972,H.R COIL 4MMX1250/E350BR,ANUP STEELS,2025,8,9.460000,630982.000000,1
5. OTHERS,OTHERS,HR000000000972,H.R COIL 4MMX1250/E350BR,ASHLAR BUILDING SOLUTIONS INDIA PRIVATE LIMITED,2025,8,12.175000,681800.000000,1
5. OTHERS,OTHERS,HR000000000980,JSW HR COIL 5.8MMX1250,AGARWAL STEEL ENTERPRISES (P),2025,8,43.240000,2222536.000000,2
5. OTHERS,OTHERS,MS000000000059,VIZAG MS ANGLE 50X50X6MM,G2 STEEL SERVICES PVT LTD,2025,8,128.180000,6440840.000000,4
5. OTHERS,OTHERS,MS000000000060,VIZAG MS ANGLE 65X65X6MM,G2 STEEL SERVICES PVT LTD,2025,8,24.290000,1165920.000000,1
5. OTHERS,OTHERS,MS000000000063,VIZAG MS ANGLE 75X75X6MM,G2 STEEL SERVICES PVT LTD,2025,8,131.120000,6948360.000000,4
5. OTHERS,OTHERS,MS000000000066,VIZAG MS ANGLE 90X90X6MM,G2 STEEL SERVICES PVT LTD,2025,8,4.080000,198570.000000,2
5. OTHERS,OTHERS,MS000000000068,VIZAG MS CHANNEL 100X50MM,G2 STEEL SERVICES PVT LTD,2025,8,148.870000,7220195.000000,5
5. OTHERS,OTHERS,MS000000000116,VIZAG MS CHANNEL 75X40MM,PSR STEELS,2025,8,32.200000,1593900.000000,1
5. OTHERS,OTHERS,OTH000000000016,GI BINDING WIRE,GLOBAL FE.C FASTENERS,2025,8,5.000000,332500.000000,3
5. OTHERS,OTHERS,OTH000000000016,GI BINDING WIRE,NATIONAL WIRE IMPEX,2025,8,0.300000,19800.000000,1
5. OTHERS,OTHERS,OTH000000000042,MS ANGLE 40X40X5MM,SWASTIK ENTERPRISE,2025,8,0.460000,21850.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,CHENNAI UNITED METAL INDUSTRIES PVT LTD,2025,8,7.620000,348996.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,FEROZ & CO,2025,8,2.840000,137628.000000,2
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,SHREE AAGARSEN STEEL INDUSTRIES PVT LTD.,2025,8,6.780000,325440.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,SHRI BALAJI STEEL INDUSTRIES,2025,8,4.290000,205082.000000,1
5. OTHERS,OTHERS,OTH000000000044,MS ANGLES,SWASTIK ENTERPRISE,2025,8,6.995000,326177.500000,3
5. OTHERS,OTHERS,OTH000000000050,MS CHANNELS,CHENNAI UNITED METAL INDUSTRIES PVT LTD,2025,8,40.540000,1877002.000000,2
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,FEROZ & CO,2025,8,3.526000,177060.000000,3
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,JAIHIND STRUCTURALS PVT LTD,2025,8,7.080000,336879.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SHRI BALAJI STEEL INDUSTRIES,2025,8,4.360000,204573.000000,1
5. OTHERS,OTHERS,OTH000000000058,MS FLATS,SWASTIK ENTERPRISE,2025,8,4.885000,234245.000000,5
5. OTHERS,OTHERS,OTH000000000084,MS FLATS 32X6MM,FEROZ & CO,2025,8,0.040000,1968.000000,1
5. OTHERS,OTHERS,OTH000000000090,MS FLATS 50X10MM,FEROZ & CO,2025,8,0.080000,3840.000000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,ALI STEEL AND TUBES CO.,2025,8,0.523000,29805.250000,2
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,CALCUTTA TUBE CENTRE PRIVATE LIMITED,2025,8,0.482000,26926.590000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,MADHAV PIPES & TUBES P LTD,2025,8,0.740000,37740.000000,1
5. OTHERS,OTHERS,OTH000000000105,MS PIPE,SWASTIK ENTERPRISE,2025,8,0.950000,49400.000000,1
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,FEROZ & CO,2025,8,0.830000,40089.000000,1
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,JAIHIND STRUCTURALS PVT LTD,2025,8,2.880000,140179.000000,1
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,SWASTIK ENTERPRISE,2025,8,1.984000,96072.000000,2
5. OTHERS,OTHERS,OTH000000000119,MS ROUNDS,V.M.K.PILLAI,2025,8,2.100000,105000.000000,1
5. OTHERS,OTHERS,OTH000000000121,MS ROUNDS 16MM,INTERNATIONAL STEEL EXCHANGE PVT LTD(purchase),2025,8,1.580000,86110.000000,2
5. OTHERS,OTHERS,OTH000000000123,MS ROUNDS 20,INTERNATIONAL STEEL EXCHANGE PVT LTD(purchase),2025,8,0.060000,3060.000000,1
5. OTHERS,OTHERS,OTH000000000136,MS BEAM,SWASTIK ENTERPRISE,2025,8,0.100000,5200.000000,1
5. OTHERS,OTHERS,OTH000000000149,TMT-REBARS,SHRI JAGADAMBA STEELS AND SHELTERS PRIVATE LTD,2025,8,19.930000,943669.000000,1
5. OTHERS,OTHERS,OTH000000000158,UB / UC -JSPL,SRI BALAJI CORPORATION,2025,8,8.810000,638725.000000,1
5. OTHERS,OTHERS,OTH000000000169,UC 152X152X37MM,SRI BALAJI CORPORATION,2025,8,6.770000,450875.000000,2
5. OTHERS,OTHERS,OTH000000000185,MS DEFFECTIVE,INTER TOUCH METAL BUILDINGS PRIVATE LIMITED,2025,8,0.927000,47277.000000,1
5. OTHERS,OTHERS,OTH000000000187,GI WIRE,GLOBAL FE.C FASTENERS,2025,8,2.500000,166250.000000,1
5. OTHERS,OTHERS,OTH000000000198,MS FLATS 50X5MM,FEROZ & CO,2025,8,0.800000,38800.000000,1
5. OTHERS,OTHERS,OTH000000000209,CORTEN COIL/PLATE,SHAROFF STEEL SUPPLIERS,2025,8,49.780000,3406100.000000,4
5. OTHERS,OTHERS,OTH000000000213,GI SHEET/COIL,STEEL CENTRE,2025,8,25.770000,2026019.500000,1
5. OTHERS,OTHERS,PM000000000446,PM PLATE,RAUNAQ STEEL TRADING PVT LTD,2025,8,2.150000,115025.000000,1
5. OTHERS,OTHERS,PM000000000446,PM PLATE,"V.K INDUSTRIAL CORPORATION LTD.,",2025,8,66.960000,3515830.000000,5
5. OTHERS,TENDER,HR000000000596,SAIL HR COIL 3MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - PLATE  (SAP CODE 1000138599),2025,8,41.260000,1914464.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000081,SSP HR COIL 10MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,30.920000,1552184.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000082,SAIL HR COIL 10MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,97.430000,4924077.800000,3
1. SAIL HR,SAIL HR COIL,HR000000000087,SSP HR COIL 12MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,61.790000,3101858.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000088,SAIL HR COIL 12MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,61.575000,3144156.200000,2
1. SAIL HR,SAIL HR COIL,HR000000000092,SSP HR COIL 2.5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,60.070000,3015514.000000,4
1. SAIL HR,SAIL HR COIL,HR000000000095,SAIL HR COIL 12MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,43.705000,2290579.050000,2
1. SAIL HR,SAIL HR COIL,HR000000000096,SSP HR COIL 2.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,15.370000,771574.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000098,SSP HR COIL 2.9MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,15.395000,772829.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000109,SSP HR COIL 3.8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,15.575000,781865.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000110,SSP HR COIL 3MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,61.865000,3105623.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000115,SSP HR COIL 4MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,46.035000,2310957.000000,3
1. SAIL HR,SAIL HR COIL,HR000000000117,SSP HR COIL 6MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,30.820000,1547164.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000120,SSP HR COIL 5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,31.525000,1582555.000000,2
1. SAIL HR,SAIL HR COIL,HR000000000122,SAIL HR COIL 6MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,41.835000,2192572.350000,2
1. SAIL HR,SAIL HR COIL,HR000000000123,SAIL HR COIL 6MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,20.725000,1059254.750000,1
1. SAIL HR,SAIL HR COIL,HR000000000126,SAIL HR COIL 16MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,73.130000,3832743.300000,3
1. SAIL HR,SAIL HR COIL,HR000000000127,SAIL HR COIL 16MMX1500,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,113.330000,5712965.300000,4
1. SAIL HR,SAIL HR COIL,HR000000000130,SSP HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,30.920000,1552184.000000,1
1. SAIL HR,SAIL HR COIL,HR000000000131,SAIL HR COIL 8MMX1500/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,76.890000,4095289.800000,3
1. SAIL HR,SAIL HR COIL,HR000000000132,SAIL HR COIL 8MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,41.570000,2178683.700000,2
1. SAIL HR,SAIL HR COIL,HR000000000133,SAIL HR COIL 8MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,83.550000,4266248.060000,3
1. SAIL HR,SAIL HR COIL,HR000000000135,SAIL HR COIL 2.5MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,20.690000,1042982.900000,1
1. SAIL HR,SAIL HR COIL,HR000000000213,SAIL HR COIL 6MMX1250/E350,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,62.790000,3290823.900000,2
1. SAIL HR,SAIL HR COIL,HR000000000214,SAIL HR COIL 10MMX1250/E350BR,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,83.700000,4402455.750000,3
1. SAIL HR,SAIL HR COIL,HR000000000224,SAIL HR COIL 12MMX1250,STEEL AUTHORITY OF INDIA LTD - STRUCTURALS/HR COIL  (SAP CODE 1000142915),2025,9,41.680000,2101088.800000,2
