ItemCode,ItemName,ItemGroup,Category,WhsCode,WhsName,OnHand,Committed,OnOrder,Grade,Thickness,Width,Length
MS000000000002,SAIL MS ANGLES 100X100X12MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,46.130000,15.721000,396.500000,IS2062 E250 A,12.000000,100.000000,12000.000000
OTH000000000153,TMT-REBARS 25MM,OTHERS,8. OTHERS,11,Chennai Warehouse,44.340000,20.830000,83.260000,IS2062,0.000000,0.000000,0.000000
MS000000000063,VIZAG MS ANGLE 75X75X6MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,43.001000,7.793000,0.000000,IS2062 E250 A,6.000000,75.000000,12000.000000
HRC000000000072,HR PLATE 08X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,41.841000,62.910000,0.910000,E250,8.000000,1500.000000,6300.000000
MS000000000137,SAIL NPB 350X170X(57.10kg)-E250,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,41.400000,2.100000,549.741000,IS2062 E250 BR,,0.000000,0.000000
HRC000000000079,HR PLATE 10X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,40.417000,118.142700,41.420000,E250,10.000000,1500.000000,6300.000000
MS000000000022,SAIL MS ANGLE 65X65X8MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,39.952000,5.181000,113.790000,IS2062 E250 BR,8.000000,65.000000,12000.000000
MS000000000150,SAIL WPB 300X300X11MM(117.03kg)-E350,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,39.490000,0.000000,29.151000,IS2062 E350 BR,11.000000,0.000000,0.000000
MS000000000023,SAIL MS ANGLES 75X75X10MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,39.240000,0.590000,427.710000,IS2062 E250 BR,10.000000,75.000000,12000.000000
HRC000000000044,HR PLATE 05X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,39.102000,2.305000,0.000000,E250,5.000000,1500.000000,6300.000000
MS000000000151,UC 203X203x46MM/E350,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,38.880000,0.000000,2.380000,IS2062 E350,0.000000,0.000000,0.000000
HRC000000000089,HR PLATE 12X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,38.420000,33.714000,0.000000,E250,12.000000,1250.000000,6300.000000
MS000000000036,SAIL MS CHANNEL 250X82MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,38.170000,92.452000,5450.698000,IS2062 E250 BR,,250.000000,12000.000000
MS000000000015,SAIL MS ANGLE 150X150X16MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,33.660000,33.387000,182.220000,IS2062 E250 A,16.000000,150.000000,12000.000000
TMT000000000055,VIZAG TMT REBARS FE500D 32MM HSCRMD,RINL TMT,3. RINL TMT,11,Chennai Warehouse,33.010000,0.000000,0.000000,FE500D HSCRM,32.000000,0.000000,12000.000000
TMT000000000048,VIZAG TMT REBARS FE500D 20MM,RINL TMT,3. RINL TMT,11,Chennai Warehouse,32.830000,60.795000,90.460000,FE500D,20.000000,0.000000,12000.000000
HRC000000000090,HR PLATE 12X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,32.633000,7.512000,0.384200,E250,12.000000,1500.000000,6300.000000
HRC000000000409,HR SHEET 04X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,30.920000,0.000000,0.000000,E250,4.000000,1500.000000,6300.000000
MS000000000037,SAIL MS CHANNEL 300X90 MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,30.306000,17.457000,3586.400000,IS2062 E250 BR,,300.000000,12000.000000
