ItemCode,ItemName,ItemGroup,Category,WhsCode,WhsName,OnHand,Committed,OnOrder,Grade,Thickness,Width,Length
HRC000000000298,HR PLATE 10X2000X12000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,30.120000,2.152500,0.000000,E250,10.000000,2000.000000,12000.000000
HRC000000000077,HR PLATE 08X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,29.844000,51.701000,0.000000,E350,8.000000,1500.000000,6300.000000
HRC000000000028,HR PLATE 08X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,29.603000,12.526000,0.000000,E250,8.000000,1250.000000,6300.000000
MS000000000032,SAIL MS CHANNEL 150X75MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,28.491000,66.747000,3705.551000,IS2062 E250 BR,,150.000000,12000.000000
HRC000000000016,HR SHEET 03X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,28.168000,576.523400,2628.105200,E250,3.000000,1250.000000,2500.000000
TMT000000000046,VIZAG TMT REBARS FE500D 16MM,RINL TMT,3. RINL TMT,11,Chennai Warehouse,27.535000,22.652000,132.560000,FE500D,16.000000,0.000000,12000.000000
TMT000000000049,VIZAG TMT REBARS FE500D 20MM HSCRMD,RINL TMT,3. RINL TMT,11,Chennai Warehouse,26.830000,10.490000,0.000000,FE500D HSCRM,20.000000,0.000000,12000.000000
HRC000000000049,HR PLATE 05X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,26.145000,5.925000,92.555000,E350,5.000000,1500.000000,6300.000000
MS000000000147,VIZAG MS BEAM 250X125MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,25.870000,0.000000,0.000000,IS2062 E250 A,250.000000,125.000000,0.000000
HRC000000000297,HR PLATE 08X2000X12000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,25.700000,0.000000,0.001000,E250,8.000000,2000.000000,12000.000000
MS000000000042,SAIL NPB 200X100X6.2MM(25kg)-E250,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,24.995000,81.321000,6587.137000,IS2062 E250 BR,6.200000,0.000000,0.000000
TMT000000000076,VIZAG TMT REBARS FE550D 25MM,RINL TMT,3. RINL TMT,11,Chennai Warehouse,23.915000,75.768000,275.780000,FE550D,25.000000,0.000000,12000.000000
HRC000000000054,HR PLATE 06X2000X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,23.365000,2.178400,0.000000,E250,6.000000,2000.000000,6300.000000
MS000000000030,SAIL MS CHANNEL 100X50MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,22.138000,38.422000,5733.755000,IS2062 E250 BR,,100.000000,12000.000000
OTH000000000148,TMT REBAR 10MM,OTHERS,8. OTHERS,11,Chennai Warehouse,21.130000,21.548000,163.160000,IS2062,0.000000,0.000000,0.000000
MS000000000028,SAIL MS ANGLES 90X90X6MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,21.060000,1.098000,298.560000,IS2062 E250 BR,6.000000,80.000000,12000.000000
NMDC000000000023,NMDC HR COIL 16MMX1500/E350,SAIL H.R.PLATE,1. SAIL HR,11,Chennai Warehouse,20.620000,103.490000,230.500000,E350,16.000000,1500.000000,
TMT000000000032,SAIL TMT BAR IS1786 HCR FE500D 20MM,SAIL TMT - SEQR,7. SAIL TMT,11,Chennai Warehouse,20.020000,0.000000,78.995000,FE500D HSCRM,20.000000,0.000000,12000.000000
CUS000000001089,3/8X3/8 BSP ADAPTOR,Consumables,9. CONSUMABLES,11,Chennai Warehouse,20.000000,0.000000,0.000000,,0.000000,0.000000,0.000000
MS000000000058,VIZAG MS ANGLE 100X100X8MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,19.575000,1.186000,0.128000,IS2062 E250 A,8.000000,100.000000,12000.000000
TMT000000000069,SAIL TMT BAR SAILSEQR IS1786 550D 25MM,SAIL TMT - SEQR,7. SAIL TMT,11,Chennai Warehouse,18.983000,0.000000,1138.675000,FE550D,20.000000,0.000000,12000.000000
HRC000000000005,CHEQUERED PLATE 05X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,18.806000,3.430000,0.000000,IS3502/IS10748GRII,5.000000,1250.000000,2500.000000
MS000000000044,SAIL NPB 250X125X6MM(30.11kg)-E250,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,18.404000,41.131000,1203.451000,IS2062 E250 BR,6.000000,0.000000,0.000000
MS000000000006,SAIL MS ANGLES 110X110X12MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,18.300000,0.007000,0.070000,IS2062 E250 BR,12.000000,100.000000,12000.000000
MS000000000064,VIZAG MS ANGLE 75X75X8MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,17.050000,14.083000,2.350000,IS2062 E250 A,8.000000,75.000000,12000.000000
MS000000000029,SAIL MS ANGLE 90X90X8MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,16.050000,1.344000,357.570000,IS2062 E250 BR,8.000000,90.000000,12000.000000
HRC000000000124,HR PLATE 16X2000X12600XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,15.926000,0.000000,0.000000,E350,16.000000,2000.000000,12600.000000
HRC000000000009,CHEQUERED PLATE 06X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,15.250000,2.676000,0.000000,IS3502/IS10748GRII,6.000000,1250.000000,6300.000000
HRC000000000181,HR PLATE 20X2000X12000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,15.149000,0.000000,0.000000,IS2062 E250BR,20.000000,2000.000000,12000.000000
MS000000000005,SAIL MS ANGLE 110X110X10MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,14.555000,5.339000,1.335000,IS2062 E250 BR,10.000000,110.000000,12000.000000
MS000000000010,SAIL MS ANGLE 130X130X12MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,14.488000,1.212000,103.000000,IS2062 E250 BR,12.000000,130.000000,12000.000000
HRC000000000031,HR PLATE 10X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,14.448000,35.424000,0.365000,E250,10.000000,1250.000000,6300.000000
TMT000000000040,VIZAG TMT REBAR COIL FE500D 8MM,RINL TMT,3. RINL TMT,11,Chennai Warehouse,14.396000,68.960000,472.530000,FE500D,8.000000,0.000000,
OTH000000000212,JSPL MS CHANNEL 250X82MM,OTHERS,8. OTHERS,11,Chennai Warehouse,13.930000,8.338000,45.991000,IS2062,250.000000,82.000000,12.000000
HRC000000000026,HR PLATE 08X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,12.880000,24.233000,0.000000,E250,8.000000,1250.000000,2500.000000
HRC000000000114,HR PLATE 16X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,12.565000,84.580000,0.000000,E250,16.000000,1500.000000,6300.000000
HRC000000000166,HR PLATE 20X1500X12600XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,11.952000,0.037000,0.000000,E350,20.000000,1500.000000,12600.000000
HRC000000000011,CHEQUERED PLATE 08X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,11.438000,0.000000,0.000000,IS3502/IS10748GRII,8.000000,1250.000000,2500.000000
HRC000000000051,HR PLATE 5.8X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,11.298000,5.490000,0.000000,E250,5.800000,1250.000000,2500.000000
HRC000000000022,HR PLATE 05X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,10.867000,11.169000,1.080000,E250,5.000000,1250.000000,6300.000000
HRC000000000195,HR SHEET 02X1250XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,10.310000,113.774000,0.000000,E250,2.000000,1250.000000,0.000000
HRC000000000012,CHEQUERED PLATE 08X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,9.892000,3.168000,0.000000,IS3502/IS10748GRII,8.000000,1250.000000,6300.000000
HRC000000000187,HR SHEET 03X1250XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,9.881000,25.854000,0.000000,E250,3.000000,1250.000000,0.000000
HRC000000000080,HR PLATE 10X2000X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,9.812000,104.328000,2.967000,E250,10.000000,2000.000000,6300.000000
HRC000000000029,HR PLATE 10X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,9.218000,99.491000,150.135000,E250,10.000000,1250.000000,2500.000000
MS000000000060,VIZAG MS ANGLE 65X65X6MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,8.955000,24.854000,59.290000,IS2062 E250 A,6.000000,65.000000,12000.000000
TMT000000000092,SAIL TMT BAR SAILSEQR IS1786 550D 32MM,SAIL TMT - SEQR,7. SAIL TMT,11,Chennai Warehouse,8.875000,0.490000,0.000000,FE550D,32.000000,0.000000,12000.000000
HRC000000000084,HR PLATE 10X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,8.465000,8.931000,55.345000,E350,10.000000,1500.000000,6300.000000
HRC000000000091,HR PLATE 12X2000X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,8.414000,0.360000,66.330000,IS2062 E250 BR,12.000000,2000.000000,6300.000000
HRC000000000128,HR PLATE 20X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,8.315000,18.002000,0.000000,E250,20.000000,1500.000000,6300.000000
HRC000000000402,HR PLATE 14X2000X12500XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,8.285000,0.000000,0.000000,IS2062 E350 BR,14.000000,2000.000000,12500.000000
MS000000000148,VIZAG MS ANGLE 130X130X12MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,8.230000,0.000000,0.000000,IS2062 E250 A,12.000000,130.000000,12000.000000
HRC000000000035,HR SHEET 2.5X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,7.898000,7.850000,3.925000,E250,2.500000,1250.000000,2500.000000
PM000000000213,SAIL PM PLATE 28X2500X12500MM,SAIL P.M.PLATE,8. OTHERS,11,Chennai Warehouse,7.897000,0.000000,0.000000,IS2062 E250 BR,28.000000,2500.000000,12500.000000
OTH000000000058,MS FLATS,OTHERS,8. OTHERS,11,Chennai Warehouse,7.712000,21.999000,40.418000,IS2062,0.000000,0.000000,0.000000
HRC000000000401,HR PLATE 25X1500X12500XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,7.475000,0.059000,0.000000,E350,25.000000,1500.000000,12500.000000
HRC000000000094,HR PLATE 12X1250X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,7.461000,0.781000,0.000000,E350,12.000000,1250.000000,6300.000000
MS000000000157,SAIL NPB 600x220X15 MM(154.47Kg)-E250,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,7.460000,0.000000,0.000000,IS2062 E250 BR,15.000000,0.000000,0.000000
TMT000000000096,VIZAG TMT REBARS 8MM  FE550D STRAIGHT,RINL TMT,3. RINL TMT,11,Chennai Warehouse,7.270000,36.017000,39.840000,FE550D,8.000000,0.000000,8.000000
HRC000000000097,HR PLATE 12X2000X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,7.158000,0.000000,0.010000,E350,12.000000,2000.000000,6300.000000
HRC000000000186,HR PLATE 25X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,7.132000,6.653000,0.000000,E250,25.000000,1500.000000,6300.000000
HRC000000000157,HR PLATE 16X1500X12500XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,7.110000,4.700000,0.000000,E350,16.000000,1500.000000,12500.000000
HRC000000000265,HR PLATE 16X1500XCTLXE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,7.073000,9.140000,0.000000,E350,16.000000,1500.000000,0.000000
HRC000000000006,CHEQUERED PLATE 05X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,7.067000,1.035000,0.000000,IS3502/IS10748GRII,5.000000,1250.000000,6300.000000
MS000000000158,SAIL MS ANGLE 200X200X16MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,7.010000,0.000000,0.000000,IS2062 E250 BR,16.000000,200.000000,12000.000000
HRC000000000339,HR PLATE 12X2000X12000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,6.689000,0.000000,0.000000,IS2062 E250 BR,12.000000,2000.000000,12000.000000
HRC000000000052,HR PLATE 5.8X1500X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,6.659000,5.000000,0.000000,E250,5.800000,1500.000000,2500.000000
HRC000000000111,HR PLATE 16X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,6.424000,23.847000,0.000000,E250,16.000000,1250.000000,2500.000000
OTH000000000185,MS DEFFECTIVE,OTHERS,8. OTHERS,11,Chennai Warehouse,6.299000,90.719500,0.000000,IS2062,1.000000,1.000000,0.000000
HRC000000000380,CHEQUERED PLATE 05X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,6.220000,0.000000,0.000000,IS3502/IS10748GRII,5.000000,1500.000000,6300.000000
PM000000000469,SAIL PM PLATE 63X2500X12500MM/E350BR,SAIL P.M.PLATE,8. OTHERS,11,Chennai Warehouse,6.184000,0.000000,0.000000,IS2062 E350 BR,63.000000,2500.000000,12500.000000
HRC000000000001,CHEQUERED SHEET 03X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,5.891000,0.345000,0.000000,IS3502/IS10748GRII,3.000000,1250.000000,2500.000000
HRC000000000127,HR PLATE 20X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,5.817000,0.168000,0.000000,E250,20.000000,1250.000000,6300.000000
HR000000000758,HR PLATE 16MMX2000/E350BR,SAIL HR SHEET,1. SAIL HR,11,Chennai Warehouse,5.730000,4.568000,0.000000,IS2062 E350 BR,16.000000,2000.000000,0.000000
MS000000000026,SAIL MS ANGLES 90X90X10MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,5.690000,13.087000,166.130000,IS2062 E250 BR,10.000000,90.000000,12000.000000
HRC000000000330,HR PLATE 5.8X1500X2500XHSFQ450,HR Coil,1. SAIL HR,11,Chennai Warehouse,5.643000,9.420000,0.000000,HSFQ450,5.800000,1500.000000,2500.000000
HRC000000000023,HR PLATE 06X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,5.479000,3.026100,0.000000,E250,6.000000,1250.000000,2500.000000
HR000000000110,SSP HR COIL 3MMX1250,SAIL H.R.PLATE,1. SAIL HR,11,Chennai Warehouse,5.220000,0.220000,30.975000,IS2062 E250 BR,3.000000,1250.000000,
HRC000000000025,HR PLATE 06X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,5.098000,159.264000,0.000000,E250,6.000000,1250.000000,6300.000000
CUS000000000863,19 KG CYLINDER LPG,Consumables,9. CONSUMABLES,11,Chennai Warehouse,5.000000,2.000000,8.000000,,0.000000,0.000000,0.000000
OTH000000000156,TMT-REBARS 8MM,OTHERS,8. OTHERS,11,Chennai Warehouse,4.910000,5.050000,50.110000,IS2062,0.000000,0.000000,0.000000
HRC000000000123,HR PLATE 16X2000X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.833000,1.582000,0.000000,E350,16.000000,2000.000000,6300.000000
MS000000000049,SAIL NPB 500X200X10.2MM(90.69kg)-E350,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,4.810000,0.000000,543.850000,IS2062 E350 BR,10.200000,0.000000,0.000000
HRC000000000020,HR PLATE 05X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.768000,7.527000,0.000000,E250,5.000000,1250.000000,2500.000000
MS000000000066,VIZAG MS ANGLE 90X90X6MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,4.660000,10.374000,0.000000,IS2062 E250 A,6.000000,90.000000,12000.000000
HRC000000000239,HR PLATE 08X2000XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.545000,6.388600,0.000000,IS2062 E250A,8.000000,2000.000000,0.000000
TMT000000000086,SAIL TMT BARS IS1786 FE 500D EQR 28MM,SAIL TMT,7. SAIL TMT,11,Chennai Warehouse,4.480000,0.000000,0.000000,FE500D EQR,28.000000,0.000000,12000.000000
HRC000000000003,CHEQUERED SHEET 04X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.461000,3.505000,0.000000,IS3502/IS10748GRII,4.000000,1250.000000,2500.000000
HRC000000000058,HR PLATE 06X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.447000,18.330000,0.000000,E350,6.000000,1500.000000,6300.000000
HRC000000000113,HR PLATE 16X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.432000,8.326000,0.000000,E250,16.000000,1250.000000,6300.000000
HRC000000000365,HR SLIT COIL 3.8MMX150,SAIL HR COIL,1. SAIL HR,11,Chennai Warehouse,4.420000,0.000000,0.000000,E250,3.800000,150.000000,
HRC000000000140,HR Plate  25X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.370000,0.065000,0.000000,IS2062 E250 BR,25.000000,1250.000000,2500.000000
HRC000000000083,HR PLATE 10X1250X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.352000,0.060000,0.000000,E350,10.000000,1250.000000,6300.000000
HRC000000000338,HR SHEET 4.8X1250X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.258000,0.000000,0.000000,E250,4.800000,1250.000000,6300.000000
HRC000000000103,HR PLATE 14X2000X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.175000,0.000000,0.000000,IS2062 E250 BR,14.000000,2000.000000,6300.000000
HRC000000000125,HR PLATE 20X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,4.152000,2.242000,0.000000,E250,20.000000,1250.000000,2500.000000
HRC000000000071,HR PLATE 7.8X1500X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,3.847000,0.000000,0.000000,E250,7.800000,1500.000000,2500.000000
HRC000000000121,HR PLATE 16X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,3.529000,11.976000,0.000000,E350,16.000000,1500.000000,6300.000000
MS000000000046,SAIL NPB 300X150X6.1MM(36.5kg) - E250,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,3.450000,0.220000,82.000000,IS2062 E250 A,6.100000,0.000000,0.000000
HRC000000000095,HR PLATE 12X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,3.426000,15.980000,1.100000,E350,12.000000,1500.000000,6300.000000
HRC000000000293,HR SHEET 03X1500X3700XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,3.422000,0.000000,0.000000,E250,3.000000,1500.000000,3700.000000
HRC000000000295,HR SHEET 04X1500X3050XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,3.325000,0.000000,0.000000,E250,4.000000,1500.000000,3050.000000
MS000000000007,SAIL MS ANGLES 110X110X8MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,3.120000,0.093000,0.000000,IS2062 E250 A,8.000000,110.000000,12000.000000
HRC000000000374,HR PLATE 16X2000X12250XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,3.076000,0.000000,0.000000,E350,16.000000,2000.000000,12250.000000
HRC000000000102,HR PLATE 14X1500X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,3.063000,0.000000,0.000000,E250,14.000000,1500.000000,6300.000000
HRC000000000076,HR PLATE 08X1250X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.981000,15.009000,0.000000,E350,8.000000,1250.000000,6300.000000
HRC000000000290,HR PLATE 16X2000X12500XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.976000,0.000000,0.000000,E350,16.000000,2000.000000,12500.000000
OTH000000000100,MS FLATS 65X8MM,OTHERS,8. OTHERS,11,Chennai Warehouse,2.955000,2.950000,3.142000,IS2062,0.000000,0.000000,0.000000
HRC000000000085,HR PLATE 10X2000X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.941000,0.000000,0.000000,IS2062 E350 BR,10.000000,2000.000000,6300.000000
HRC000000000246,HR PLATE 10X1500XCTLXE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.814000,0.060000,0.000000,E350,10.000000,1500.000000,0.000000
HRC000000000048,HR PLATE 05X1250X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.797000,0.680000,0.000000,E350,5.000000,1250.000000,6300.000000
HRC000000000165,HR PLATE 20X1500X12000XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.754000,0.000000,0.000000,E350,20.000000,1500.000000,12000.000000
HRC000000000300,HR PLATE 14X2000X12000XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.651000,0.000000,0.000000,IS2062 E350 BR,14.000000,2000.000000,12000.000000
HRC000000000222,HR PLATE 06X2000XCTLXE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.571000,0.000000,0.000000,E250,6.000000,2000.000000,0.000000
NMDC000000000030,NMDC HR SHEET 3.15MMX1250X2500,SAIL H.R.PLATE,1. SAIL HR,11,Chennai Warehouse,2.510000,2.550000,0.000000,E250,3.150000,1250.000000,2500.000000
HRC000000000392,HR PLATE 4.8X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.505000,0.000000,0.000000,E350,4.800000,1500.000000,6300.000000
HRC000000000135,HR PLATE 20X1250X12500XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.466000,0.000000,0.000000,E350,20.000000,1250.000000,12500.000000
MS000000000149,VIZAG MS ANGLE 150X150X10MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,2.200000,0.030000,0.000000,IS2062 E250 A,10.000000,150.000000,12000.000000
HRC000000000130,HR PLATE 20X2000X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,2.013000,0.115000,0.000000,IS2062 E250BR,20.000000,2000.000000,6300.000000
CUS000000001090,3/8 R2 HOSE ST X90 11 MTRS,Consumables,9. CONSUMABLES,11,Chennai Warehouse,2.000000,0.000000,0.000000,,0.000000,0.000000,0.000000
HRC000000000381,HR SHEET 04X1250X2500XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.983000,0.010000,0.000000,IS2062 E350 BR,4.000000,1250.000000,2500.000000
OTH000000000150,TMT-REBARS 12MM,OTHERS,8. OTHERS,11,Chennai Warehouse,1.950000,51.746000,40.970000,IS2062,0.000000,0.000000,0.000000
MS000000000014,SAIL MS ANGLES 150X150X12MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,1.810000,1.684000,574.560000,IS2062 E250 A,12.000000,150.000000,12000.000000
OTH000000000132,MS WIRE,OTHERS,8. OTHERS,11,Chennai Warehouse,1.775000,2.770000,3.925000,IS2062,0.000000,0.000000,0.000000
HRC000000000171,HR PLATE 25X1500X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.768000,11.100000,0.000000,E350,25.000000,1500.000000,6300.000000
HRC000000000087,HR PLATE 12X1250X2500XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.731000,36.486000,0.000000,E250,12.000000,1250.000000,2500.000000
HRC000000000057,HR PLATE 06X1250X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.662000,0.370000,0.000000,E350,6.000000,1250.000000,6300.000000
HRC000000000112,HR PLATE 16X1250X5000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.577000,0.089000,0.000000,E250,16.000000,1250.000000,5000.000000
MS000000000039,SAIL MS CHANNEL 75X40MM,SAIL STRUCTURAL,2. SAIL STRUCTURALS,11,Chennai Warehouse,1.543000,13.228000,1389.218000,IS2062 E250 BR,,75.000000,12000.000000
HRC000000000045,HR PLATE 05X2000X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.523000,0.000000,0.000000,E250,5.000000,2000.000000,6300.000000
HRC000000000385,HR PLATE 20X1500X3150XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.483000,0.000000,0.000000,E250,20.000000,1500.000000,3150.000000
HRC000000000253,HR PLATE 12X1500XCTLXE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.472000,8.097600,0.000000,E350,12.000000,1500.000000,0.000000
HRC000000000296,HR SHEET 04X1250X3050XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.436000,0.000000,0.000000,E250,4.000000,1250.000000,3050.000000
HRC000000000021,HR PLATE 05X1250X5000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.400000,0.750000,0.000000,E250,5.000000,1250.000000,5000.000000
MS000000000062,VIZAG MS ANGLE 75X75X10MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,1.345000,13.277000,0.000000,IS2062 E250 A,10.000000,75.000000,12000.000000
HRC000000000078,HR PLATE 08X2000X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.281000,11.869000,0.000000,E350,8.000000,2000.000000,6300.000000
NMDC000000000069,HR SLIT COIL 3MMX45,SAIL H.R.PLATE,1. SAIL HR,11,Chennai Warehouse,1.280000,0.000000,0.000000,E250,3.000000,45.000000,
HRC000000000134,HR PLATE 20X1250X6300XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.243000,0.010000,0.000000,E350,20.000000,1250.000000,6300.000000
OTH000000000105,MS PIPE,OTHERS,8. OTHERS,11,Chennai Warehouse,1.201000,40.126000,133.004000,IS2062,0.000000,0.000000,0.000000
HRC000000000177,HR PLATE 16X2000X6300XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.178000,0.030000,0.000000,IS2062 E250 BR,16.000000,2000.000000,6300.000000
NMDC000000000067,HR SLIT COIL 3MMX40,SAIL H.R.PLATE,1. SAIL HR,11,Chennai Warehouse,1.150000,0.000000,0.000000,E250,3.000000,40.000000,
HRC000000000354,HR PLATE 12X2000X5000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,1.047000,0.000000,0.000000,IS2062 E250 BR,12.000000,2000.000000,5000.000000
OTH000000000217,JSPL MS CHANNEL 300X90MM,OTHERS,8. OTHERS,11,Chennai Warehouse,1.040000,0.020000,124.000000,IS2062,300.000000,90.000000,12.000000
NMDC000000000083,HR SLIT COIL 5MMX100,SAIL H.R.PLATE,1. SAIL HR,11,Chennai Warehouse,1.000000,0.000000,0.000000,E250,5.000000,100.000000,
HRC000000000407,HR SLIT COIL 2.5MMX125,SAIL H.R.PLATE,1. SAIL HR,11,Chennai Warehouse,0.960000,0.000000,0.000000,IS2062 E250 BR,2.500000,125.000000,
HRC000000000400,HR PLATE 16X2000X3800XE350,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.949000,0.000000,0.000000,E350,16.000000,2000.000000,3800.000000
HRC000000000391,HR PLATE 16X1500X5000XE250,HR Coil,1. SAIL HR,11,Chennai Warehouse,0.948000,0.000000,0.000000,E250,16.000000,1500.000000,5000.000000
MS000000000056,VIZAG MS ANGLE 100X100X10MM,RINL STRL,4. RINL STRL,11,Chennai Warehouse,0.945000,7.958000,25.130000,IS2062 E250 A,10.000000,100.000000,12000.000000
